mol_id,smiles,homo-fopt,lumo-fopt,gap-fopt,e_tot-fopt
a-878,NC[InH-](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,-1.45074215,2.45056913,3.90131128,-194444.54242986
a-879,CCCCCC[TaH3-](c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)c1ccc(cc1)[Si](CCCCCCCC)(C)C,-1.7856432899999999,0.80885056,2.59449385,-496329.47281814
a-880,OC(=O)c1ccccc1[AlH-](C(C(C(F)(F)F)(F)F)(F)F)S(=O)(=O)F,-2.50787619,-0.10300093,2.40487526,-57911.57559605
a-881,CCCC[TaH3-](S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)F,-3.18223621,0.0169146,3.19915081,-502862.68994332
a-882,Br[SbH3-](COC(F)(F)F)I,-2.08067786,1.17507398,3.25575184,-459211.78531156
a-883,CCCC[InH-](c1ccc(cc1)C)Br,-1.5829571100000002,1.9705000099999999,3.55345712,-245212.93562432
a-884,O[C-](C(C(C(F)(F)F)(F)F)(F)F)Cl,0.41272143,3.33161464,2.9188932100000002,-37829.00917701
a-885,SCCCC(C(=O)[O-])(N)N,-0.51469478,1.87868276,2.39337754,-23321.05226044
a-886,CC[GaH-](CCC(=O)N)CCCCN,-1.41770767,2.04939148,3.46709915,-67900.59698273
a-887,CC[SbH3-](CCCS)CCC,-0.55696802,2.25186717,2.80883519,-198381.74608932
a-888,CCCCC[AsH3-](CCCC)CCC,-0.09640989,2.68952786,2.78593775,-74819.95154495
a-889,OC(=O)CC[NbH3-](c1ccccc1C(=O)O)O,-1.79470098,0.63107895,2.42577993,-125735.69793106
a-890,CCCCC[GaH-](c1ccc(cc1)C)c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-1.99992611,0.76806786,2.76799397,-113794.46440907
a-891,FC(c1cc(cc(c1)C(F)(F)F)[N-]C(C(C(F)(F)F)(F)F)(F)F)(F)F,-1.7291037999999999,1.13338818,2.86249198,-48302.48712944
a-892,FC(c1cc(cc(c1)C(F)(F)F)[BH-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C)(F)F,-2.98114536,0.52827174,3.5094171,-65589.1935158
a-893,CC[PH3-](CCCCN)F,0.02369204,2.25270693,2.22901489,-20044.08850188
a-894,OC(=O)c1ccccc1[AlH-](I)N,-1.75637295,1.02587766,2.78225061,-216184.7929826
a-895,CCCCC[BH-](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)c1ccccc1C(=O)O,-2.85285512,1.0542911,3.90714622,-46117.69735681
a-896,CCC([AlH-](c1ccc(cc1)C)C(CC)C)C,-1.09160876,2.15126862,3.24287738,-22588.90373755
a-897,CCCCC(S(=O)(=O)C(F)(F)F)(C(=O)[O-])CC(C)C,-1.44186989,2.33915473,3.78102462,-38930.65081559
a-898,CSCC[AlH-](CCCCN)Cl,-1.60669772,2.09660005,3.70329777,-39115.28116164
a-899,NC[InH-](CCCCNC(=N)N)Br,-1.4272026,1.64656839,3.07377099,-245990.22978265
a-900,FS(=O)(=O)[InH-](S(=O)(=O)C(C(F)(F)F)(F)F)c1ccc(cc1)[Si](CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C,-3.05874201,0.05804195,3.11678396,-270560.59760113
a-901,CCCC[C-](S(=O)(=O)F)CCC,-0.10362652,2.6126006999999998,2.71622722,-26250.81410789
a-902,CC[InH-](S(=O)(=O)C(C(F)(F)F)(F)F)F,-2.04465761,2.1712948499999998,4.2159524600000005,-197667.09368921
a-903,FC(C(F)(F)F)(CCC[GaH-](c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)F,-2.3706361,1.20524307,3.57587917,-127466.13541306
a-904,NCCC[N-]C(F)(F)F,0.03201363,2.44352797,2.41151434,-15417.9393956
a-905,Br[C-](S(=O)(=O)F)CN,-0.584657,2.6355261,3.2201831,-92727.93011522
a-906,C[TaH3-](S(=O)(=O)C(C(F)(F)F)(F)F)CCC,-2.03978792,1.4043593699999999,3.44414729,-472230.42767264
a-907,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,-2.43678592,2.96776688,5.4045528,-49834.48455736
a-908,CCC[SbH3-](CCC(=O)O)C,-1.00038399,2.50133258,3.50171657,-190498.66565518
a-909,CCC[AlH-](S(=O)(=O)C(C(F)(F)F)(F)F)CCCS,-2.29963533,1.77842662,4.07806195,-54605.8073925
a-910,[InH-](CC)(I)N,-0.9552864600000001,2.93822172,3.89350818,-362414.98986057
a-911,Br[C-](C(F)(F)F)c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-0.69822415,1.14874183,1.84696598,-129498.888761
a-912,NC(=N)NCCCC[N-]S(=O)(=O)F,-1.21042137,1.54743388,2.75785525,-29037.58921747
a-913,CCCCCC[TaH3-](CCCCNC(=N)N)I,-1.6482599900000001,1.35172641,2.9999864,-650149.47621885
a-914,CCCC[NbH3-](c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCC(=O)N,-1.98798936,0.84134341,2.82933277,-163846.51513024
a-915,N[PH3-](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-1.67355776,0.7367006700000001,2.41025843,-87378.17416894
a-916,CCCCCCCC[Si](c1ccc(cc1)C(C(F)(F)F)(C(=O)[O-])I)(C)C,-1.32758492,0.72225435,2.04983927,-236890.2200066
a-917,FC(CC[Si](c1ccc(cc1)[C-](S(=O)(=O)C(C(F)(F)F)(F)F)S(=O)(=O)F)(C)C)(F)F,-2.37420372,0.8753588600000001,3.24956258,-77074.16311715
a-918,NCCCCC(S(=O)(=O)C(F)(F)F)(C(=O)[O-])Br,-1.67020521,1.28813628,2.95834149,-107546.21577797
a-919,NCCC[AlH-](S(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)CCCN,-2.11676965,1.83605969,3.95282934,-53215.89011078
a-920,SCCCC(C(C(F)(F)F)(F)F)(C(=O)[O-])S,-1.3386719999999999,1.67751567,3.01618767,-46842.12524184
a-921,I[NbH3-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)CCCCC,-2.32692739,0.40084749000000003,2.72777488,-331562.81660578
a-922,NCCC[InH-](c1ccc(cc1)[Si](CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C)CCC(=O)N,-1.7545017,0.3278233,2.082325,-233694.02757483
a-923,CCCCC[PH3-](c1ccccc1C(=O)O)CCCN,-1.13172466,1.31087055,2.44259521,-30899.02760891
a-924,SCCC[C-](c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCC(=O)O,-0.37393251,1.17961797,1.5535504800000002,-70291.81568242
a-925,CSCC[SbH3-](c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)CN,-0.82970888,1.47813281,2.30784169,-223287.9573977
a-926,NCC[BH-](CCCS)CCN,-1.4195942,2.51315615,3.93275035,-22118.88381194
a-927,CCCCC(S(=O)(=O)C(C(F)(F)F)(F)F)(c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)C(=O)[O-],-1.70871203,0.72786399,2.43657602,-68806.58153935
a-928,Br[GaH-](C(F)(F)F)c1ccccc1C(=O)O,-2.75136685,0.84193286,3.59329971,-145236.00580164
a-929,CCC([SbH3-](CCC(=O)N)CCCC(C(F)(F)F)(F)F)C,-0.90399258,2.13358574,3.03757832,-208820.82135212
a-930,NCCCC[TaH3-](Br)S,-1.62695443,1.84638855,3.47334298,-525373.61923984
a-931,Cl[BH-](S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)CCC(=O)O,-2.75270206,1.69652063,4.44922269,-64163.57336577
a-932,FC(c1cc(cc(c1)C(F)(F)F)[N-]C(C(F)(F)F)(F)F)(F)F,-1.4528351800000001,1.31401674,2.76685192,-41826.39821763
a-933,CCCCC(S(=O)(=O)C(C(F)(F)F)(F)F)(C(=O)[O-])COC(F)(F)F,-1.86454107,1.6861522,3.55069327,-53426.8171833
a-934,S[InH-](C(C(C(F)(F)F)(F)F)(F)F)CCC(=O)N,-1.84526009,2.19418115,4.03944124,-201934.78110499
a-935,COCCOCC[GaH-](c1ccccc1C(=O)O)c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-2.34377733,0.83730308,3.18108041,-121954.84751581
a-936,FC(S(=O)(=O)S(=O)(=O)[O-])(F)F,-2.6007876999999997,1.8117949100000001,4.41258261,-41197.42965991
a-937,CC(C[NbH3-](CCCCNC(=N)N)I)C,-1.63058498,1.22997325,2.86055823,-315681.80667657
a-938,Cl[NbH3-](S(=O)(=O)C(C(F)(F)F)(F)F)c1ccc(cc1)[Si](CCC(F)(F)F)(C)C,-2.69161577,0.32001755,3.01163332,-175867.88600075
a-939,CCCCCCCC[Si](c1ccc(cc1)[AsH3-](C(CC)C)CC(C)C)(C)C,-0.46239358,1.23951765,1.7019112299999999,-95456.17043134
a-940,CCCCC(c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)(C(=O)[O-])O,-0.88871439,1.45426455,2.34297894,-40224.16502478
a-941,CCCC[InH-](CCOCCOC)CCCCC,-0.85953201,2.15137106,3.01090307,-181257.73557635
a-942,CCC([TaH3-](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(F)(F)F)(F)F)C,-2.33802634,1.14705787,3.48508421,-485863.10347806
a-943,CCCCC[TaH3-](S)F,-1.26151896,2.14120739,3.40272635,-456253.16365464
a-944,[N-](C(CC)C)Br,1.50921284,3.21914291,1.70993007,-77185.99604064
a-945,CCCCCCCC[Si](c1ccc(cc1)[InH-](CC)Cl)(C)C,-1.5934142,1.20418026,2.79759446,-201809.93503746
a-946,Cc1ccc(cc1)[TaH3-](S(=O)(=O)C)F,-1.49643211,1.11925605,2.61568816,-463427.53764617
a-947,COCCOCC[GaH-](S(=O)(=O)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,-3.07395972,0.39696267,3.47092239,-105016.09077571
a-948,F[InH-](C(C(C(F)(F)F)(F)F)(F)F)CCCC(C(F)(F)F)(F)F,-2.19270007,2.39074664,4.5834467100000005,-205892.75077309
a-949,CCCCC[BH-](CCCCNC(=N)N)N,-0.08429269,1.8572248199999999,1.9415175100000002,-17430.01408838
a-950,O[AlH-](CCCCNC(=N)N)Cl,-1.558764,1.88115238,3.43991638,-31128.92494477
a-951,O[C-](c1ccc(cc1)[Si](CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C)CCCCN,0.60707205,0.87382108,0.26674903,-68974.75061951
a-952,CCCCC(S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(c1ccc(cc1)[Si](CCCCCCCC)(C)C)C(=O)[O-],-1.84796825,0.95470597,2.80267422,-78994.41747472
a-953,Cl[BH-](C(F)(F)F)CCCC(C(F)(F)F)(F)F,-2.05282049,2.55680109,4.60962158,-41351.57205855
a-954,CCC[C-](CCOCCOC)N,1.99389214,2.17125109,0.17735895000000002,-15240.98604091
a-955,[GaH-](CC)(O)N,-0.49930349,3.36334586,3.86264935,-58941.76441443
a-956,NCCC[NbH3-](S(=O)(=O)C(F)(F)F)CCSC,-2.00079121,0.77987706,2.78066827,-147949.40376733
a-957,NC[NbH3-](S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-2.39702789,0.60190518,2.99893307,-198998.20464589
a-958,S[AlH-](S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)CCCC(C(F)(F)F)(F)F,-2.42740331,1.69969996,4.12710327,-80006.92344724
a-959,NCCC[NbH3-](S(=O)(=O)C(F)(F)F)c1ccccc1C(=O)O,-1.87041323,-0.25879616,1.6116170699999999,-145283.43799841
a-960,CCCCCCCC[Si](c1ccc(cc1)[InH-](C(C(F)(F)F)(F)F)C(CC)C)(C)C,-1.71833769,1.21973136,2.93806905,-207038.53991571
a-961,O[InH-](S(=O)(=O)C(F)(F)F)S(=O)(=O)F,-2.93935372,0.90008582,3.83943954,-206076.94372032
a-962,F[SbH3-](C(F)(F)F)F,-2.14295091,2.39551787,4.53846878,-193538.17943311
a-963,NCCCC[GaH-](S(=O)(=O)C)c1ccc(cc1)[Si](CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C,-1.66183046,0.46493121,2.12676167,-135133.35280581
a-964,Cl[TaH3-](S(=O)(=O)C(C(F)(F)F)(F)F)CCCS,-2.48522602,0.66014536,3.14537138,-494605.07779469
a-965,CCC[SbH3-](CCCCC)CCSC,-0.62053728,2.38073639,3.00127367,-201589.49868009
a-966,Cc1ccc(cc1)[C-](S(=O)(=O)C)C,0.05684601,2.70180345,2.6449574399999998,-25555.51393392
a-967,CC[C-](CCCCN)S,1.36831286,2.29478154,0.92646868,-19885.96727644
a-968,FS(=O)(=O)[BH-](S(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)S(=O)(=O)C(F)(F)F,-3.80739291,0.86746551,4.67485842,-79684.16395312
a-969,CCCCC[N-]F,2.32797477,2.61801513,0.29004036,-9570.80684093
a-970,S[InH-](S(=O)(=O)C(F)(F)F)c1ccc(cc1)[Si](CCCCCCCC)(C)C,-2.09663222,1.12830065,3.22493287,-222141.05277796
a-971,Cl[AsH3-](C(C(F)(F)F)(F)F)C(CC)C,-1.44854547,1.82517132,3.27371679,-94487.34385301
a-972,S[AlH-](c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)c1ccc(cc1)[Si](CCC(F)(F)F)(C)C,-1.88532875,1.24395344,3.12928219,-72914.18225312
a-973,NCC[SbH3-](c1ccc(cc1)C)CCCCCC,-0.70902102,2.0999592,2.80898022,-196364.7293268
a-974,CCCCCC[InH-](S(=O)(=O)C)CCC,-1.20107569,2.13150819,3.33258388,-187861.32666465
a-975,FS(=O)(=O)[InH-](S(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-3.53049408,-0.46185955,3.06863453,-260562.52899096
a-976,NCCC[C-](c1ccc(cc1)[Si](CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C)CC(C)C,0.34704225,1.03341175,0.6863695,-70134.57183972
a-977,[O-]C(=O)C(S(=O)(=O)C(C(F)(F)F)(F)F)(C(F)(F)F)O,-2.02089529,1.47708188,3.49797717,-48080.18532858
a-978,CC[BH-](c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1ccc(cc1)[Si](CCCCCCCC)(C)C,-2.0893389,0.83625172,2.92559062,-75640.06227857
a-979,COCCOCCC(c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)(C(=O)[O-])CCOCCOC,-0.99707436,1.20085457,2.19792893,-52784.44429796
a-980,N[PH3-](COC(F)(F)F)O,-0.69508213,3.55888681,4.25396894,-25270.88324276
a-981,CCCCCCCC[Si](c1ccc(cc1)[BH-](S(=O)(=O)C)C(CC)C)(C)C,-1.6453908400000001,1.2055221,2.85091294,-45978.42480476
a-982,CCC[C-](CCC(=O)N)N,1.44762481,2.75868905,1.3110642399999999,-12530.0911649
a-983,O[NbH3-](CC(=O)O)CC(=O)O,-2.12160053,0.5533771200000001,2.6749776499999998,-119450.80006112
a-984,CC[C-](c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)c1ccc(cc1)[Si](CCC(F)(F)F)(C)C,-0.31557158,1.5574825300000001,1.87305411,-58580.01164759
a-985,NCC[InH-](c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)c1ccc(cc1)[Si](CCCCCCCC)(C)C,-1.72789093,1.37151084,3.09940177,-218427.56843562
a-986,NCCCC[C-](C(C(C(F)(F)F)(F)F)(F)F)S(=O)(=O)F,-1.24249265,2.31938064,3.56187329,-46681.45324847
a-987,CC(C[SbH3-](CCC(=O)O)CCCCNC(=N)N)C,-1.22204742,1.52783677,2.74988419,-200333.07601117
a-988,COCCOCC[SbH3-](C(F)(F)F)F,-1.54504737,2.08934158,3.63438895,-200275.6407509
a-989,NCCCC[AlH-](S(=O)(=O)C(F)(F)F)CCCN,-2.06568755,1.82506319,3.89075074,-41333.49573567
a-990,C[N-]C(C(C(F)(F)F)(F)F)(F)F,-0.56246145,3.7267262199999998,4.2891876700000005,-24724.91969349
a-991,FS(=O)(=O)[BH-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,-3.7606723,1.52878253,5.28945483,-66732.40802883
a-992,CC[NbH3-](CCCC(C(F)(F)F)(F)F)S,-1.36035205,1.77531501,3.13566706,-136875.28014774
a-993,[O-]C(=O)C(S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(c1ccc(cc1)[Si](CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C)Br,-2.12119995,0.33911838,2.4603183299999998,-181246.38845884
a-994,CCC([InH-](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,-2.07445209,0.64229369,2.71674578,-242922.1733147
a-995,CCC([N-]S(=O)(=O)C(C(F)(F)F)(F)F)C,-1.5236620300000001,3.03655221,4.56021424,-36432.84687979
a-996,CCCCCC[GaH-](S(=O)(=O)F)S,-2.00016875,2.06976044,4.06992919,-88223.49747828
a-997,S[InH-](C(C(F)(F)F)(F)F)CCSC,-1.65204986,2.38783177,4.03988163,-202814.36419315
a-998,O[C-](S(=O)(=O)F)c1ccc(cc1)C,-0.40598328,2.40170924,2.80769252,-28169.0448079
a-999,C[GaH-](C(C(C(F)(F)F)(F)F)(F)F)N,-1.0463115,3.15822988,4.20454138,-77955.8215703
a-1000,[InH3-]S,-0.66258973,3.908422,4.57101173,-173070.95766684
a-1001,[O-]C(=O)C(C(F)(F)F)(Br)Br,-1.32649798,1.3994260299999999,2.72592401,-158174.05693629
a-1002,CCCC[GaH-](c1ccc(cc1)C)C,-1.20712677,2.38672805,3.59385482,-65948.85579493
a-1003,CCCCC[PH3-](C(C(F)(F)F)(F)F)COC(F)(F)F,-1.26789294,2.2155499,3.48344284,-42717.50134386
a-1004,O[InH-](S(=O)(=O)C(C(F)(F)F)(F)F)c1ccc(cc1)C,-2.00485535,1.48947575,3.4943311,-202228.10091956
a-1005,NCCC[N-]C(C(F)(F)F)(F)F,-0.52684992,2.3394558,2.86630572,-21894.23444886
a-1006,CC[GaH-](CC(C)C)F,-0.99538863,3.03814053,4.03352916,-62367.84559104
a-1007,CCC([NbH3-](CCCCNC(=N)N)CCCCNC(=N)N)C,-1.3858103800000001,1.55322677,2.93903715,-128938.11009319
a-1008,F[GaH-](c1ccc(cc1)C)CCCCNC(=N)N,-1.60458949,1.65735974,3.26194923,-73141.58039481
a-1009,F[C-](CCC(=O)O)CCCCNC(=N)N,1.07338798,1.6620778299999999,0.58868985,-20895.48592752
a-1010,CC(CC(c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-])C,-1.73841095,0.41770092000000003,2.15611187,-106190.68534412
a-1011,F[PH3-](CC)CC,0.05899396,3.57238936,3.5133954,-16398.91857047
a-1012,OC(=O)c1ccccc1[C-](S(=O)(=O)C(C(F)(F)F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-2.09910627,0.72313737,2.82224364,-71744.87179875
a-1013,CCCCCCCC[Si](c1ccc(cc1)[GaH-](C(F)(F)F)CCC(=O)N)(C)C,-2.05210723,1.25959566,3.31170289,-94072.09542232
a-1014,NCC(S(=O)(=O)C(C(F)(F)F)(F)F)(C(=O)[O-])I,-1.8604756199999999,1.129678,2.99015362,-236003.15285672
a-1015,F[InH-](S(=O)(=O)C(C(F)(F)F)(F)F)C(CC)C,-2.06839775,2.059099,4.12749675,-199805.76373093
a-1016,CC[GaH-](c1ccccc1C(=O)O)CCCCN,-1.26646905,1.36969245,2.6361615,-72589.28953068
a-1017,NCCC[InH-](c1ccccc1C(=O)O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,-1.95771697,0.64009584,2.5978128099999998,-202971.98593398
a-1018,CCCCC[GaH-](S(=O)(=O)F)CCCC(C(F)(F)F)(F)F,-2.48317,2.06660712,4.54977712,-95138.62797623
a-1019,NCCC[C-](S(=O)(=O)C)c1ccc(cc1)[Si](CCC(F)(F)F)(C)C,-0.53568299,1.96093322,2.49661621,-49523.10707018
a-1020,CCCCCCCC[Si](c1ccc(cc1)[InH-](c1ccc(cc1)C)CC(C)C)(C)C,-1.58616614,1.19161246,2.7777786,-198737.59983144
a-1021,COCCOCC[AlH2-]c1cc(cc(c1)C(F)(F)F)C(F)(F)F,-2.21586432,0.859723,3.07558732,-40767.91161976
a-1022,CCCCCC[GaH-](S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(F)(F)F,-2.82446048,1.3684329499999999,4.19289343,-127402.34583998
a-1023,N[NbH3-](c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)CN,-0.87036979,2.05931779,2.92968758,-136753.65077701
a-1024,NC[BH-](S(=O)(=O)C(C(F)(F)F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-1.92295425,2.07754533,4.00049958,-62557.70908559
a-1025,NCCC[C-](S(=O)(=O)F)CC(=O)O,-0.71114199,2.2661982099999998,2.9773402,-29683.789265
a-1026,CCCCCC[BH-](C(C(C(F)(F)F)(F)F)(F)F)CCCCNC(=N)N,-2.42574143,1.7305392,4.15628063,-39125.05397393
a-1027,NCCCC[BH-](CC(=O)O)C,-1.62513945,2.09688585,3.7220253,-13799.0989359
a-1028,O[InH-](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,-2.21919021,2.03823491,4.25742512,-214980.85123816
a-1029,S[InH-](c1ccc(cc1)[Si](CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C)CC,-1.3067696,0.68376087,1.99053047,-235266.85212029
a-1030,C[NbH3-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)CCCS,-1.83029591,0.69291549,2.5232114,-144795.17967681
a-1031,SCCC[SbH3-](C(CC)C)COC(F)(F)F,-0.82769191,1.96124008,2.78893199,-209609.50473442
a-1032,OC(=O)C[AsH3-](S(=O)(=O)C(C(F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,-2.39827944,0.54466383,2.94294327,-120956.15901564
a-1033,F[PH3-](c1ccc(cc1)[Si](CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C)COC(F)(F)F,-1.31012605,0.24812062000000001,1.55824667,-84476.37011716
a-1034,CCC([N-]c1ccc(cc1)C)C,0.74979532,3.22051491,2.47071959,-13155.92490923
a-1035,CCCCC[AlH-](C(CC)C)CCC,-0.9746645500000001,2.40154972,3.37621427,-19511.04656031
a-1036,CCCCCCCC[Si](c1ccc(cc1)C(C(=O)[O-])(CCCCCC)CCCCN)(C)C,-0.77326141,1.21096226,1.98422367,-43334.6620562
a-1037,O[NbH3-](S(=O)(=O)F)CCN,-2.15562922,1.41200566,3.56763488,-128368.50540244
a-1038,CCCC[AlH2-]C(CC)C,-0.9168905700000001,2.81932008,3.73621065,-15233.66361061
a-1039,N[BH-](S(=O)(=O)F)S(=O)(=O)F,-2.25304042,2.68269132,4.93573174,-37609.57655391
a-1040,NC[NbH3-](c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(CC)C,-1.3642491300000001,1.0398202,2.40406933,-159691.04764762
a-1041,CCC([AlH-](c1ccccc1C(=O)O)F)C,-1.8209605500000001,1.04250958,2.86347013,-25082.88544659
a-1042,[O-]C(=O)C(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(CCCCNC(=N)N)N,-1.42069357,0.79758852,2.21828209,-42208.28114132
a-1043,CCC(C(C(C(F)(F)F)(F)F)(c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)C(=O)[O-])C,-1.45989827,1.27319427,2.73309254,-53832.40559678
a-1044,CCCCCCCC[Si](c1ccc(cc1)[C-](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)F)(C)C,-1.6473222600000001,1.31295176,2.96027402,-72287.13450958
a-1045,NC(=N)NCCCC[AsH3-](c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)CC(=O)O,-1.22462956,1.18093579,2.40556535,-105704.56739858
a-1046,OC(=O)CC[AlH-](C(C(F)(F)F)(F)F)S(=O)(=O)C,-2.23316481,1.91099583,4.14416064,-45653.90652292
a-1047,NC[InH-](C(C(C(F)(F)F)(F)F)(F)F)CCSC,-1.48719763,2.39838427,3.8855819,-200985.76725215
a-1048,CCCCCC[PH3-](c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)O,-1.40786812,0.83691856,2.24478668,-69882.15358928
a-1049,CSCC[GaH-](CCC(=O)N)Cl,-1.80963246,2.29710523,4.10673769,-86630.29155104
a-1050,NC[InH-](S(=O)(=O)C)CCC(=O)O,-1.61944439,1.7917784399999999,3.41122283,-188085.93198095
a-1051,S[BH-](c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCN,-1.19776918,0.86308501,2.06085419,-64181.59627185
a-1052,NCC[GaH-](c1ccc(cc1)[Si](CCC(F)(F)F)(C)C)CCCCCC,-1.61418155,1.63370499,3.24788654,-90986.65747415
a-1053,CCCCCC[GaH-](CCCCC)CCC,-1.03447616,2.18726155,3.22173771,-68218.24104279
a-1054,CCC[C-](CCCN)CCOCCOC,1.54723177,2.29230885,0.7450770800000001,-18449.20793573
a-1055,O[TaH3-](S(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)Br,-2.42999157,0.74144226,3.17143383,-547867.57442843
a-1056,CC[NbH3-](c1ccc(cc1)C)c1ccc(cc1)[Si](CCCCCCCC)(C)C,-1.39252671,1.13567977,2.52820648,-139399.84187412
a-1057,SCCC[C-](S(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)C(C(F)(F)F)(F)F,-1.68214739,2.00656027,3.68870766,-67935.71261129
a-1058,CCCCCCCC[Si](c1ccc(cc1)[C-](CC(=O)O)CCCCCC)(C)C,-0.12562761,1.5219850099999999,1.6476126199999999,-38619.51721003
a-1059,OC(=O)C[BH-](S(=O)(=O)C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,-2.53058767,0.56109303,3.0916807,-47637.75608585
a-1060,CCCC[InH-](S(=O)(=O)C(C(F)(F)F)(F)F)S(=O)(=O)C,-2.13300065,1.54162777,3.67462842,-213146.48432206
a-1061,FC(C(S(=O)(=O)[N-]S(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,-3.17355338,1.9864351,5.15998848,-69262.27655206
a-1062,[O-]C(=O)C(S(=O)(=O)C)N,-1.02128538,3.20377223,4.22505761,-23772.76503123
