mol_id,smiles,homo-fopt,lumo-fopt,gap-fopt,e_tot-fopt
c-1274,CC(=O)C1[NH2+]C(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CN(C1)CCOCCOc1ccc(cc1)C(CC(C)(C)C)(C)C,-6.70399818,-6.14136959,0.56262859,-78367.92695204
c-1275,CCCCCCCCCOC[S+](CC(CC)C)CCF,-9.21427335,-5.33406462,3.88020873,-33851.9066752
c-1276,O=C(c1ccccc1)C[n+]1c(CCC(F)(F)F)nnn1CCCCS(=O)(=O)Cl,-9.94855093,-7.39338509,2.55516584,-60614.6023093
c-1277,CCCOC(=O)CC1(CCCCCN)[NH+]=CSC1CC,-7.60814692,-6.89640914,0.71173778,-33974.75342456
c-1278,CCCCCCCCCCCCOC[S+](CC#C)CCCCCCCCCCCCC,-8.40620154,-5.46209775,2.9441037899999998,-43913.19683703
c-1279,CC(CC(c1ccc(cc1)OCCOCCC1OC(NC(=[NH+]CC2CO2)N1)c1ccncc1)(C)C)(C)C,-6.99751629,-5.01360065,1.98391564,-44914.99939661
c-1280,OCC(C1CCC([NH2+]C1)(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)COc1cc(C)ccc1C(C)C)(CC(C)C)C,-7.8255583600000005,-4.23915442,3.58640394,-73777.31052746
c-1281,NCCCCCC1OC(C([NH2+]1)CC(CC)C)CCCCCN,-7.20839399,-4.58637279,2.6220212,-25827.11230647
c-1282,NCCCc1cc(I)cc2c1cc[nH+]c2CCC(=O)Nc1ccccc1,-7.75438937,-6.67192622,1.08246315,-225253.94927317
c-1283,CCCCN(C(=O)Cc1cccc2c1c([n+](cc2)CCO)c1ccccc1OC)C,-8.27668843,-6.49047389,1.78621454,-35545.2121509
c-1284,NCCC1[NH+]=CSC1(CCCSC(=S)N(c1ccccc1)c1ccccc1)COCCCCCCCC,-7.19208973,-6.6706983300000005,0.5213914,-70969.74539352
c-1285,CCCCCCOC(=O)C[NH+](C(CO)C)CCCS(=O)(=O)O,-9.43812311,-5.04636599,4.39175712,-39657.16504459
c-1286,NCCC[N+]1=CCCC1(I)CCC(CCC=C(C)C)C,-7.40072541,-7.01644679,0.38427862,-217712.93396383
c-1287,OCCC1(CCCCCCC)CSC=[N+]1CC#C,-9.53508105,-6.48765584,3.04742521,-30384.60707546
c-1288,CCCCCCCCCCCCCCCCCCC1[NH2+]CC(C1CCCCS(=O)(=O)Cl)COCCC,-7.82056251,-4.82108324,2.99947927,-63184.24656719
c-1289,CCCCC1CC(CCCCS(=O)(=O)O)NC(=[NH2+])N1I,-9.40678616,-7.30334682,2.10343934,-230930.06642385
c-1290,CCCOCC1[NH2+]C(OC1CC(=O)OCCCC)C(CC(C)C)(CO)C,-9.19357292,-4.12733064,5.06624228,-33113.8741286
c-1291,CCCCCCCCCCCCCCCCCCC1=[N+](CCOCCOCCOC)C(CS1)CCCC#C,-7.74725573,-6.29932732,1.44792841,-53729.55648601
c-1292,CCCCCCCSc1nnc(o1)C1NC(=[NH+]Cc2ccccc2C)NCC1CCCSC(=S)N(CC)CC,-7.7664992,-4.39097144,3.3755277599999998,-74454.42547858
c-1293,NCCCCC[S+](CC1OC1)CCCCCCCCCCCCn1cccc1,-5.86231273,-5.2170766,0.64523613,-41515.99556832
c-1294,CCCCCOCN(C(=[NH+]CC(=O)N(CC)CC)N)c1ccncc1,-8.81384397,-5.36803231,3.44581166,-30726.70378291
c-1295,CCOCCNC(=[NH+]CC(OC(=O)CS)COC(=O)CS)Nc1nnc(o1)SCC,-8.11917196,-5.07466484,3.04450712,-69416.96954539
c-1296,CCCCCCCCCCCCOCc1cc(CCCCCCCC)cc2c1c([nH+]cc2)C(C(F)F)(F)F,-8.22365508,-7.06664296,1.15701212,-48403.55515363
c-1297,CCCCCOCCC1(COCCCCCCCC)C[NH2+]CC(O1)CC(CNCCO)O,-7.98813146,-4.72652875,3.26160271,-39998.72660502
c-1298,CCCCCCOC(=O)CC1COC(C([NH2+]1)CCC(F)(F)F)C(=O)OCCCC,-9.47122188,-4.99529082,4.47593106,-41191.59226617
c-1299,FC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(CC[NH+]=C1NC(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(N1)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,-10.54586748,-5.44621039,5.09965709,-153800.95762785
c-1300,CCOCC1OC(CCOC(=O)CCC)NC(=[NH+]C(=O)C)N1,-8.81678481,-5.82641069,2.9903741200000002,-29646.03736187
c-1301,CCCCCCCSc1nnc(o1)[N+]1(C#C)COC(C1)CC(C(F)(F)F)O,-9.06537152,-5.81658117,3.24879035,-47675.72313633
c-1302,CCCCCCCCCCC[NH+](CC(=O)NCCCC)COCCCCC,-8.81270047,-4.61147774,4.20122273,-31716.5258218
c-1303,CCCCCOC(=O)C[S+](COC)CCCF,-10.02936256,-5.5655929,4.46376966,-32568.90350764
c-1304,BrCC(Cn1c(CCC(F)(F)F)nn(c1=[NH2+])CCC(=C(F)F)F)Br,-8.76434914,-5.4156302,3.34871894,-177764.53887934
c-1305,COCCOCCOCC[n+]1ccc(cc1CCC(C(Br)(F)F)(Br)F)CCCCCCOC(=O)C=C,-8.6471138,-6.06356729,2.58354651,-189212.39152177
c-1306,CCCCCCCCCCOCC1OC(CCCF)C[NH+](C1)C(=O)OCCCC,-8.53251926,-5.71569677,2.81682249,-36976.09794523
c-1307,CCCCC1C[NH+](C(C1)CCCSC(=S)N(CCCC)CCCC)CCOC(=O)CCC,-8.01803123,-4.76556518,3.2524660499999998,-56617.7831221
c-1308,CCCCCCCCCOCc1[nH]nc([n+]1CCCC(=O)O)N(N)N,-8.86412094,-5.56924255,3.29487839,-32205.97899644
c-1309,C#CCCC[NH+](CCCBr)CCCSC(=S)N(CCCC)CCCC,-7.60824433,-4.20335894,3.40488539,-117488.05130162
c-1310,FC(C(C(C(COCCC1OC([NH2+]C1[Si](C)(C)C)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,-9.57012595,-4.94616593,4.62396002,-79821.62508536
c-1311,CCCCCCCCCCCCCCC1OC([NH2+]C1CC)CCOCCOc1ccc(cc1)C(CC(C)(C)C)(C)C,-6.62967545,-4.76973722,1.85993823,-47098.24752782
c-1312,CCCCOC(=O)C1CNC(=[NH+]C(=O)C)NC1CC(N)(N)N,-8.15858924,-5.51526704,2.6433222,-29001.57654069
c-1313,CCCCCCCCCCCCCCCCCCCCN1C(OCNC1=[NH+]C(=O)C(C(C(C(=O)O)(F)F)(F)F)(F)F)Cc1ccccc1,-7.81157354,-6.49125086,1.32032268,-66145.02160958
c-1314,OCCOCCn1nc([nH]c1=[NH+]CCCCS(=O)(=O)Cl)CCCCCCCCCCCCCCCC,-7.99829274,-4.63447607,3.36381667,-65410.06102464
c-1315,CCCOCC1[NH2+]C(CCCSC(=S)N(c2ccccc2)c2ccccc2)CNC1C(C(=O)OCC)C,-6.69687541,-4.21254834,2.48432707,-63118.77570047
c-1316,FC(C(C(C(COCCC1OCC([NH+]1CCCNCc1ccccc1O)CCc1ccccc1)(F)F)(F)F)(F)F)F,-7.4877644,-4.16410293,3.3236614700000002,-60476.18043956
c-1317,CCCCCCCCCCCCCCCC[NH+]=c1n(CCCCCCCCCCCC)cnn1C(=O)OCC,-8.08288701,-5.48958735,2.59329966,-45325.03218243
c-1318,CCCCCOC(=O)C[n+]1ccc2c(c1)ccc(c2CC(=CBr)Br)CC(CO)O,-8.36143519,-6.48637715,1.8750580399999999,-175749.140004
c-1319,CCCCCCCCCCCCCCCCCC[PH+](CCCCN)CC,-7.98823365,-4.25190468,3.7363289699999997,-36552.45377829
c-1320,CCCCCCCCOC(=O)CC1(OCNC(=[NH+]CCC(=C(F)F)F)N1)CC(CC)C,-9.05379727,-4.98390933,4.06988794,-42214.2915931
c-1321,CCCCOC(=O)[NH+](CCN)CCOCCOC,-8.37393155,-4.86171859,3.5122129600000003,-24048.02586021
c-1322,BrCC(CC1C(COC)C[NH+]=C1c1ccccc1)Br,-9.05144317,-6.93943339,2.11200978,-162215.68768117
c-1323,CCCCCCCCCCCCCCCC[n+]1c(CCOC(=O)CCC)n[nH]c1CCCSC(=S)N(CCCC)CCCC,-7.26078248,-5.28492465,1.97585783,-70260.1631553
c-1324,CCCCN(C(=O)CC1COCC([NH+]1CCc1ccccc1)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,-8.69377246,-4.41260255,4.28116991,-70974.41971693
c-1325,Cc1c[nH]c([n+]1CC(O)C)CC(CBr)Br,-9.83421605,-5.46653135,4.3676847,-158473.88462538
c-1326,CCCCCCCCCCCCCCCCC1(CCCN)[NH2+]CCC1CCCCCCCCCCCCn1cccc1,-5.8519373,-4.38488232,1.46705498,-46138.56143743
c-1327,CCCCCCCCCCCCCCCCCC[NH+]=C1NCCC(N1)(N)CC(=O)N(CCCC)C,-7.90862316,-4.17102599,3.73759717,-40539.67919614
c-1328,CCCCSc1nnc(o1)C1[NH2+]CCC(C1)CC(OC(=O)CS)COC(=O)CS,-7.76986472,-5.34539206,2.42447266,-66493.6304571
c-1329,CCCOCC1C[NH2+]CCC1(CCOCC(C(C(C(F)F)(F)F)(F)F)(F)F)c1ccccc1,-9.01031986,-4.36741923,4.64290063,-50635.61910106
c-1330,NCCCCC1CC(N)C[NH2+]C1C(C(=O)OCC)C,-8.6416006,-4.60211721,4.03948339,-23566.77684633
c-1331,CCCCCCCCOC(=O)CC1C(CCCC)C=[NH+]C1CCCN,-8.21828735,-7.03518487,1.18310248,-29512.53485991
c-1332,CCCOCC1CC([NH+](C1)c1ccccc1)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.78816752,-4.97081341,4.81735411,-75056.19876464
c-1333,CCCCCCCCOCC1OC([NH2+]C1CCO[Si](C)(C)C)Cc1ccc(cc1)C,-8.55538987,-4.61519898,3.9401908900000002,-42201.20346806
c-1334,OCC(C[N+](=c1[nH]nc([nH]1)CCCC(=O)O)CCC(=O)Nc1ccccc1)O,-8.16914476,-4.43525877,3.73388599,-36775.37304292
c-1335,CCCCCCCCCCC1OC(NC(=[NH+]CC(=O)OC)N1)N(O)O,-8.86349713,-5.01092058,3.85257655,-33321.17674866
c-1336,Cc1ccc(cc1)C[N+]1(CCC(C1)COc1cc(C)ccc1C(C)C)COc1cc(C)ccc1C(C)C,-7.36691138,-4.63928716,2.72762422,-41581.67777747
c-1337,CCOCCc1cn(c[n+]1C(C(=O)OCC)C)Cc1ccccc1C,-8.31136853,-5.47863044,2.83273809,-30328.65509585
c-1338,BrC1CNC(=[NH+]N(C)C)N1c1ccncc1,-9.03087154,-5.52258402,3.50828752,-89459.75171782
c-1339,CCCOCC1CCC(=[N+]1C(=O)OCCCC)CCCSC(=S)n1cncc1,-7.61965707,-7.11554462,0.50411245,-53624.20578809
c-1340,CCCCCCCCCOC[NH+](CC(CO)O)CCCCn1cccc1,-7.02268937,-3.93732544,3.08536393,-31559.57336426
c-1341,CC(CCC1C[NH2+]C(O1)(CCOCCOc1ccc(cc1)C(CC(C)(C)C)(C)C)CCc1ccccc1)CCC=C(C)C,-6.7585817200000005,-4.71043012,2.0481516,-49073.51405836
c-1342,CCCCCCCCOC(=O)CC1C[NH+](CC1CC(CO)O)N(C)C,-8.89017444,-4.13118917,4.75898527,-31500.7546111
c-1343,CCCCCOCCN(C(=[NH2+])NCCOCCOc1ccc(cc1)C(CC(C)(C)C)(C)C)c1ccncc1,-6.92404709,-5.25095884,1.6730882500000002,-45070.59089007
c-1344,CCCCCCCCCC1OC(CC(=O)OCCCC)NC(=[NH+]C(C(F)F)(F)F)N1,-8.98098468,-5.44034597,3.54063871,-42812.21880331
c-1345,NCCC[NH+](CC(=O)OCCCCCCCC)CC(OCc1ccccc1)C,-8.721634850000001,-4.5658762,4.15575865,-33634.46188182
c-1346,OCC(C[S+](COc1cc(C)ccc1C(C)C)CCCSC(=S)n1cncc1)O,-8.23343159,-5.67145488,2.56197671,-64031.18386168
c-1347,CCCCCOC(=O)Cc1c[n+](nc(c1)C(=O)C(C(C(C(=O)O)(F)F)(F)F)(F)F)C(C(=O)OCC)C,-9.57602561,-7.39501211,2.1810135,-55810.50973821
c-1348,CCCCCCCCCn1nc[n+](c1CCCC(=O)O)[Si](C)(C)C,-8.915131670000001,-5.32917121,3.58596046,-35714.08233818
c-1349,NCCCCC1=[NH+]C(C(C1)C#C)C(C(C)C)(CO)C,-8.03245409,-6.48799926,1.54445483,-22082.23776812
c-1350,CCCCCCCCCCCOCc1cc(COC)n[n+](c1)CCCF,-8.4469003,-7.09455618,1.35234412,-32181.43097605
c-1351,CCCOCN(C(=[NH+]COCCCC)N)COCCC,-9.14922946,-5.36651048,3.7827189800000003,-25646.16044668
c-1352,Cc1ccc(c(c1)OCC1[NH2+]CCC1(CCCNCc1ccccc1O)CCCSC(=S)N1CCOCC1)C(C)C,-7.07656741,-4.7936739,2.28289351,-67396.21429106
c-1353,CCCCCCCSc1nnc(o1)[N+](=c1[nH]nc([nH]1)N(C)C)c1ccccc1,-8.20027638,-4.99452956,3.20574682,-43508.18777426
c-1354,CCCCCCN1CCCN(C1=[NH+]CC(=O)OC)Cc1cccc(c1)C,-8.79665041,-4.7698016899999995,4.02684872,-30889.7127812
c-1355,CCCCCOC[S+](C(CO)CC)CC(C(F)(F)F)O,-10.085139,-5.45412691,4.6310120900000005,-39076.90053158
c-1356,CCCCCOCCNC(=[NH+]CC(=O)OCCCCCC)NCCN,-8.81750154,-4.70533754,4.112164,-31399.59042013
c-1357,CCCCCCCCCCCOCC1CCNC(=[N+](CCOCCOc2ccc(cc2)C(CC(C)(C)C)(C)C)CCN)N1,-6.71191932,-4.15485876,2.55706056,-50516.64629684
c-1358,CCCCCCCCCCCCCCCCCC[S+](CCCNCc1ccccc1O)CCCCCCCCC,-7.59536244,-4.54158901,3.05377343,-53913.69750728
c-1359,CCCCCCCCCOCc1ccc2c(c1CCP(=O)(OCC)OCC)cc[n+](c2)N(O)O,-8.09643006,-6.7084334,1.38799666,-51189.22959142
c-1360,CCCCCCCCCCC1(OC[NH2+]C1CCCCS(=O)(=O)Cl)CCC(=O)Nc1ccccc1,-8.05054638,-4.75810492,3.29244146,-62300.61968596
c-1361,CCCCCCCCCCCC[NH+]=C(NCOCCCCCCCC)NCCCCn1cccc1,-6.82991036,-5.24741556,1.5824948,-40069.61095517
c-1362,CCOCC[n+]1cnn(c1CC(N)(N)N)CCCCS(=O)(=O)O,-8.87024198,-5.15020617,3.72003581,-40890.13574271
c-1363,CCOCCC1=[NH+]C(C(S1)CCCc1ccccc1)COCCCCCCC,-8.04479484,-6.20160313,1.8431917100000001,-41994.57108511
c-1364,CCCCCCCCCCCC1(CC=[NH+]C1CC(=O)OCCCC)CC(OC(=O)CS)COC(=O)CS,-7.91238868,-6.79172718,1.1206615,-65377.8228464
c-1365,COCc1c(COC)[nH+]cn1CC(CO)O,-9.41543151,-5.34170831,4.0737232,-21844.72054707
c-1366,CCCCCCCCCCCCCCCCCCCCC1SC(=[NH+]C1COCCC)CCCC(=O)O,-7.71890842,-6.2419119,1.4769965200000001,-51627.66449552
c-1367,CCCCCCCCCCCOCc1[nH+]c(CCOCC)ccc1N,-8.53598886,-6.1499764,2.38601246,-29480.0777784
c-1368,CCCCN(C(=O)C[S+](CC(CC)C)I)C,-9.78882443,-7.25106573,2.5377587,-223852.25240353
c-1369,CCCCOC[NH+](CC(CBr)Br)CCOCCO,-9.74275195,-4.92550531,4.8172466400000005,-163299.26911145
c-1370,CCCCN(C(=O)CN1CC(NC1=[NH+]c1ccncc1)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,-8.89130816,-5.54321707,3.34809109,-82088.11073494
c-1371,CCCCCCCc1[nH+]cc(cc1CCC(=C(F)F)F)N(C)C,-8.39031984,-6.41056647,1.97975337,-30251.55102078
c-1372,BrCCCc1[nH+]ccc2c1c(C)ccc2CC#C,-9.18935097,-6.93593795,2.25341302,-89751.31935374
c-1373,NCC[n+]1cn(nc1CC(=O)N(CCCC)C)CCOCCOCCOC,-7.47994873,-5.20791496,2.27203377,-34886.22994631
c-1374,CCCCCCCCCCCC[S+](CCOCCO)N,-8.66352123,-5.71212635,2.95139488,-33633.64849452
c-1375,[NH2+]=C1NC(CCOCC(C(C(C(F)F)(F)F)(F)F)(F)F)(CCN1CCCCS(=O)(=O)O)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-9.53040144,-4.52636371,5.00403773,-91984.29995519
c-1376,CCCCSc1nnc(o1)C1OC(NC(=[NH2+])N1CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cc1ccccc1,-8.3997095,-4.97638654,3.42332296,-96018.12208611
c-1377,CCCCN(C(=O)CC1CCC[NH+](C1CC(=O)N(CC)CC)CC(C(F)(F)F)O)C,-8.3945682,-4.02463285,4.36993535,-41177.82175056
c-1378,CCCCN(C(=O)CC1[NH2+]CC(C1CC(=O)c1ccccc1)CC(CNCCO)O)C,-7.29384935,-5.65781272,1.63603663,-38193.30690078
c-1379,CCCCCC1(CCOCC(F)(F)F)CSC(=[NH+]1)CC(CN)O,-9.21823297,-6.07428904,3.14394393,-42117.91202279
c-1380,CCCCCCCCCCCC1CN(C(=[NH2+])NC1c1nnc(o1)SCCCCCCC)C(=O)C(C(C(C(=O)O)(F)F)(F)F)(F)F,-8.19346368,-6.88195771,1.31150597,-73652.23887046
c-1381,OCCNCC(Cn1nnc([n+]1COc1cc(C)ccc1C(C)C)CC(C)C)O,-8.48555091,-6.69349197,1.79205894,-35948.4449474
c-1382,COCCOCCc1[nH+]ncc(c1CCC(C(Br)(F)F)(Br)F)CC(OC(=O)CS)COC(=O)CS,-8.14126561,-6.87680973,1.26445588,-209177.72858925
c-1383,CCCCCCCCCCC[n+]1cc2ccccc2c(c1CCOCC(C(C(C(F)F)(F)F)(F)F)(F)F)CCCSC(=S)N1CCOCC1,-7.17716278,-6.39707044,0.78009234,-87671.81362143
c-1384,CCCCCC[NH+](N(O)O)CCc1ccccc1,-8.95008464,-4.51607624,4.4340084,-21990.40896934
c-1385,OCCOCCC1C=[NH+]C(C1)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-8.41654486,-7.7269292499999995,0.68961561,-125295.7274094
c-1386,CCCCCCCCC[NH+]=C1NC(CCCSC(=S)N(CC)CC)CC(N1)CC(CO)O,-6.92794164,-3.9896097,2.93833194,-57491.44641919
c-1387,CCCCCCCC1CC=[NH+]C1(CC=C)[Si](C)(C)C,-9.43775565,-6.89209875,2.5456569,-27564.49760206
c-1388,NCCc1ccc([nH+]c1C=C)CCP(=O)(OCC)OCC,-8.40749556,-6.27751823,2.12997733,-34418.34208462
c-1389,NNC(=[N+]([Si](C)(C)C)CCC(C(Br)(F)F)(Br)F)N,-9.879141,-4.84156043,5.03758057,-173409.6389406
c-1390,CCCCCCCCOC(=O)C[S+](C(=O)OCC)CCC(=C(F)F)F,-9.05021665,-5.98331077,3.06690588,-45305.54353658
c-1391,CCCCCCCCCCCCOCc1nn(c(=[NH+]CC(=O)NCCCC)[nH]1)CCOCCCCC,-8.15696847,-4.3056632,3.85130527,-43534.47944826
c-1392,CCCCN(C(=O)CC1CCC([NH2+]C1CCOCCOC)Br)C,-9.0891357,-4.35773925,4.73139645,-98702.56982752
c-1393,CCCCCCC[n+]1cn(c(c1)C(=O)C(C(C(C(=O)O)(F)F)(F)F)(F)F)I,-9.62970541,-7.7277854,1.90192001,-237873.46748896
c-1394,CCOCCN(C(=[NH2+])NCCCC#C)CCC(=C(F)F)F,-8.91627387,-5.08354839,3.83272548,-29559.35322262
c-1395,CCCCCC1CC([N+](=C1)CC)N(N)N,-9.47782855,-6.93070566,2.54712289,-17765.54469599
c-1396,CCOC(=O)C(c1c(ccc[n+]1CCCC#C)CCP(=O)(OCC)OCC)C,-8.9034484,-6.68710581,2.21634259,-43358.50467354
c-1397,OCCOCCc1[nH+]c(n(c1)CCCCCCOC(=O)C=C)C#C,-8.12990737,-5.92372985,2.20617752,-30268.56767857
c-1398,CCCCCCCCc1[nH]c(=[NH+]CC(=O)N(CCCC)C)n(n1)C(=O)OCCCC,-9.14429495,-5.28453812,3.8597568300000002,-37085.48490438
c-1399,CCCCCOCC1C(CCOCC)OC[NH+]1CC(=O)N(CC)CC,-8.25801122,-4.29879586,3.95921536,-31501.34063155
c-1400,CCCCCCCSc1nnc(o1)N1COC(N(C1=[NH2+])Cc1ccccc1)COc1cc(C)ccc1C(C)C,-7.92179919,-5.17362694,2.74817225,-56257.23026195
c-1401,CCCCCCCCN(C(=S)SCCCc1c[nH+]nc(c1C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cc1ccc(cc1)C)CCCCCCCC,-7.43428882,-7.35180674,0.08248208,-114757.81337417
c-1402,NC1C[NH2+]C(C(N1)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(O)C,-9.54179174,-5.23693201,4.30485973,-68574.19708108
c-1403,CCCOCc1[nH+]cc(cc1CCCCn1cccc1)CCOCCCCC,-6.7913394700000005,-6.49189568,0.29944379,-32589.38493687
c-1404,SCC(=O)OC(CC1OCN(C(=[NH+]CCCCCCOC(=O)C=C)N1)CC(N)(N)N)COC(=O)CS,-7.87324564,-4.94031059,2.93293505,-67441.02860148
c-1405,CCCCSc1nnc(o1)C1CCC[N+]1(CCOCCOCCOC)CC(=CBr)Br,-8.27033872,-5.34066883,2.92966989,-187629.65919296
c-1406,FC(C(C(C(COCCC1[NH+]=CSC1(CCOCC(C(C(C(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,-9.41245156,-7.43375316,1.9786983999999999,-132401.40676441
c-1407,CCCCCCC1NCC[NH+](C1I)CCc1ccccc1,-8.91691721,-5.75084517,3.16607204,-218717.26262257
c-1408,SCC(=O)OC(Cc1ccn[n+](c1CC(N)(N)N)CC(C)C)COC(=O)CS,-8.46729499,-6.70467475,1.76262024,-55510.83480647
c-1409,CCCCCCCCCCCCCC1CNC(=[NH+]CCOC(=O)CCC)NC1COCCCC,-8.23836795,-4.25948536,3.97888259,-40554.61002993
c-1410,COCCOCCOCC[n+]1c(nnn1COCC)CC(N)(N)N,-8.54151163,-6.5059672,2.03554443,-32583.90499935
c-1411,BrCC(Cc1cc(CC(=O)N(CC)CC)n[n+](c1)c1ccccc1)Br,-8.62767787,-6.88172857,1.7459493,-169409.13928248
c-1412,CCCCOC(=O)C1CCN(C(=[NH+]CC(=O)N(CC)CC)N1)CC(=O)N(CC)CC,-8.54661877,-4.46630605,4.08031272,-38065.91957211
c-1413,CCOC(=O)C1(CCC([NH2+]C1)CC(=O)c1ccccc1)C(CO)CC,-8.78023532,-5.40813649,3.37209883,-30903.2247946
c-1414,CCCCCCCCCCOC[S+](CC(=O)OCCCCCCCC)CC(=CBr)Br,-8.71880755,-5.56461331,3.15419424,-185437.66819891
c-1415,CCCCCN1C(CCCCS(=O)(=O)O)OCNC1=[NH+]c1nnc(o1)SCCCCCCC,-8.02272787,-5.26578655,2.75694132,-61869.249985
c-1416,CCCCCCCCCC[NH+]1CCC(C1I)COCCCC,-8.9630907,-5.86155364,3.10153706,-220458.67190206
c-1417,CCCCOC(=O)CC1(COCC([NH2+]1)CCCC)C(C(=O)OCC)C,-9.53316776,-4.78751891,4.74564885,-32012.56279056
c-1418,CCCCCCCSc1nnc(o1)n1nnc([n+]1Cc1ccc(cc1)C)CC(=CBr)Br,-8.88866602,-7.18979339,1.6988726299999999,-186878.02542131
c-1419,OCCOCC[NH+]=C1NCC(C(N1)COCC)CCP(=O)(OCC)OCC,-8.62787925,-3.87482063,4.75305862,-44307.38834141
c-1420,CCCCCCCCCCCCOCc1cc[n+](cc1COCCCCCC)CC(=O)OCC,-8.424817000000001,-6.55512657,1.86969043,-40592.09486695
c-1421,CCCCCCCCCCCCCCCCCCC1(CCN)CSC=[N+]1CCOCCO,-7.89844395,-6.50463686,1.3938070900000001,-46838.06880883
c-1422,CCCCCCCCCCCCCCC[n+]1cn(cc1C(CO)CC)COCCCC,-8.13209018,-5.2472473,2.88484288,-35928.93308698
c-1423,COCn1c[n+](cc1COCC)CCOCCOCCOC,-7.70738369,-5.41238855,2.29499514,-29238.16443372
c-1424,CCCCN(C(=S)SCCC[N+](=C(NCc1ccc(cc1)C)N)CCCCS(=O)(=O)Cl)CCCC,-7.49831964,-4.70781096,2.79050868,-81906.06048705
c-1425,CCCCCCCCN(C(=S)SCCC[NH+]1COC(C1C#C)CC(=O)OCCCCC)CCCCCCCC,-8.46644624,-4.8809462,3.58550004,-65014.72914741
c-1426,CCCCCCCCOC(=O)CC1=[NH+]C(CS1)(Br)C=C,-9.11776099,-7.05185442,2.06590657,-103821.0062245
c-1427,CCCCCCCCCCCCCc1cc[n+](c(c1)CC(CC)C)C(=O)C,-8.34591594,-6.82041528,1.52550066,-30170.07330423
c-1428,S=C(N(c1ccccc1)c1ccccc1)SCCCC1[NH2+]C(C(O1)c1ccccc1)c1ccncc1,-6.83599691,-5.53596222,1.30003469,-59862.32696348
c-1429,CCCCCCCCCCCCCCCCCCCCc1n[n+](CC(=CBr)Br)cc(c1)C(C(C)C)(CO)C,-7.70104078,-6.88273825,0.81830253,-183003.57604205
c-1430,CCCCCCCOCC1(CC[NH2+]CC1CC(C(F)(F)F)O)CC(CO)O,-9.05021973,-4.38289059,4.66732914,-38138.64041813
c-1431,OCCC1(CSC=[N+]1CC(=O)N(CC)CC)Cc1ccccc1,-9.02578919,-6.61752938,2.40825981,-37052.32191313
c-1432,CCCCCCCCCCCCC[N+]1(CCCCC)COCC1CC(CO)O,-8.50823865,-3.58106985,4.9271688,-33325.42258751
c-1433,CCCCNC(=O)Cn1ncn(c1=[NH+][Si](C)(C)C)C#C,-9.25450432,-5.36468184,3.88982248,-31264.00345015
c-1434,CCCCCCCCCCCCCCCCCCC1CNC(=[NH2+])N(C1C=C)CCCCS(=O)(=O)O,-8.05504233,-4.82391553,3.2311268,-51430.64176277
c-1435,CCCCCCC1(N)OCN(C(=[NH2+])N1)CCOCCOC,-8.92291351,-4.42956137,4.49335214,-27120.89833993
c-1436,CCCCCCCCN(C(=S)SCCCC1C(=[NH+]CC1CCOCCO)CC(=O)OCCC)CCCCCCCC,-6.97231278,-6.68798844,0.28432434,-68166.51208346
c-1437,CCCCCOCc1[nH]c(c[n+]1c1ccncc1)CCCNCc1ccccc1O,-7.14326004,-5.71862709,1.42463295,-35472.70878989
c-1438,CCOP(=O)(OCC)CCCC1NCC([NH+](C1)C(=O)C(C(C(C(=O)O)(F)F)(F)F)(F)F)CCCNCc1ccccc1O,-7.087954,-6.87942873,0.20852527,-72036.40202214
c-1439,NCCCCCC1CN(C(=[NH+]CCC(CCC=C(C)C)C)N1)CC(=O)OCCCCCCCC,-7.08177754,-4.43521498,2.64656256,-39979.53144882
